Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI,Migratory,Sig
Occupancy,RockPigeon,small_tree,0.041,0.1864,-0.3486,0.0417,0.3965,0.9997,1200,-0.2731,0.3363,R,NO
Occupancy,Red-shoulderedHawk,small_tree,0.1732,0.1892,-0.1887,0.175,0.5474,1.0022,1200,-0.1406,0.4765,R,NO
Occupancy,Red-tailedHawk,small_tree,0.1236,0.1705,-0.1974,0.123,0.4766,1.0041,1200,-0.1347,0.4169,R,NO
Occupancy,Ruby-throatedHummingbird,small_tree,0.0484,0.1913,-0.3385,0.0513,0.4134,1.003,1376,-0.2826,0.3517,NE,NO
Occupancy,Red-wingedBlackbird,small_tree,0.0959,0.1368,-0.1714,0.0978,0.3678,1.002,1200,-0.1294,0.3271,M,NO
Occupancy,SavannahSparrow,small_tree,0.0689,0.1792,-0.2848,0.0639,0.4352,1.0036,1200,-0.2127,0.3594,M,NO
Occupancy,ScarletTanager,small_tree,0.0689,0.1505,-0.233,0.0692,0.3542,1.0031,1304,-0.1838,0.3063,NE,NO
Occupancy,SongSparrow,small_tree,0.0969,0.1341,-0.1566,0.0958,0.3699,0.999,1200,-0.1169,0.3222,R,NO
Occupancy,SwampSparrow,small_tree,0.0518,0.1686,-0.2997,0.057,0.3694,1.0014,1085,-0.2283,0.3201,M,NO
Occupancy,TreeSwallow,small_tree,0.0439,0.1567,-0.2745,0.0445,0.3466,1.0042,1200,-0.2169,0.2912,M,NO
Occupancy,TuftedTitmouse,small_tree,0.0959,0.1737,-0.2292,0.0929,0.4465,1.0013,1200,-0.184,0.3866,R,NO
Occupancy,TurkeyVulture,small_tree,0.043,0.1853,-0.3311,0.0436,0.4191,1.0014,1312,-0.2561,0.3458,M,NO
Occupancy,Veery,small_tree,0.1061,0.1675,-0.2095,0.101,0.4323,1.0023,1200,-0.1521,0.381,NE,NO
Occupancy,VirginiaRail,small_tree,0.0631,0.1895,-0.3016,0.0678,0.4153,1.004,1200,-0.2466,0.3738,M,NO
Occupancy,WarblingVireo,small_tree,0.0038,0.1445,-0.2675,0.0016,0.2968,1.0051,1200,-0.2316,0.2489,NE,NO
Occupancy,White-breastedNuthatch,small_tree,0.1115,0.1656,-0.2065,0.104,0.4576,1.0056,1347,-0.1512,0.3909,R,NO
Occupancy,White-eyedVireo,small_tree,0.0692,0.1731,-0.2586,0.0668,0.4106,1.0076,1200,-0.208,0.3555,NE,NO
Occupancy,WillowFlycatcher,small_tree,0.012,0.1615,-0.3178,0.0135,0.3212,1.0049,1337,-0.2572,0.267,NE,NO
Occupancy,WildTurkey,small_tree,0.0428,0.179,-0.3021,0.0427,0.3956,0.9995,1200,-0.2502,0.3385,R,NO
Occupancy,WinterWren,small_tree,0.0114,0.179,-0.3477,0.0131,0.3501,1.0235,1200,-0.2785,0.2993,M,NO
Occupancy,WoodDuck,small_tree,0.0822,0.1833,-0.2763,0.0768,0.4474,1.0091,1200,-0.2168,0.3787,M,NO
Occupancy,WoodThrush,small_tree,0.0033,0.1439,-0.2853,-0.0003,0.296,0.9995,1200,-0.2321,0.2406,NE,NO
Occupancy,Yellow-billedCuckoo,small_tree,0.0714,0.1732,-0.2841,0.0776,0.3821,1.0003,1200,-0.2048,0.3419,NE,NO
Occupancy,YellowWarbler,small_tree,0.0251,0.1444,-0.2452,0.0202,0.3211,1.0026,1200,-0.2114,0.2689,NE,NO
Occupancy,Yellow-throatedVireo,small_tree,0.0189,0.1657,-0.3278,0.0244,0.3213,1.0015,1200,-0.2611,0.2788,NE,NO
Occupancy,Yellow-throatedWarbler,small_tree,0.2064,0.1837,-0.1323,0.1964,0.5848,1.0038,1200,-0.07,0.5257,NE,NO
Occupancy,AcadianFlycatcher,shrub,0.249,0.2048,-0.1385,0.2501,0.6738,1.0026,1200,-0.0846,0.6095,NE,NO
Occupancy,AlderFlycatcher,shrub,-0.2691,0.2808,-0.8248,-0.2569,0.2436,1,1200,-0.7341,0.1706,NE,NO
Occupancy,AmericanCrow,shrub,-0.2427,0.1954,-0.6169,-0.2433,0.1389,1.0063,1200,-0.5518,0.0737,R,NO
Occupancy,AmericanGoldfinch,shrub,-0.0547,0.2449,-0.5518,-0.0566,0.4406,0.999,1200,-0.4604,0.3564,M,NO
Occupancy,AmericanKestrel,shrub,-0.2818,0.2843,-0.8634,-0.2696,0.2461,1.0101,1369,-0.7554,0.1721,R,NO
Occupancy,AmericanRedstart,shrub,-0.1338,0.2303,-0.5997,-0.1437,0.3308,1.0012,1200,-0.5117,0.2482,NE,NO
Occupancy,AmericanRobin,shrub,-0.2455,0.2094,-0.6392,-0.2476,0.1682,1.0076,1082,-0.5893,0.1075,M,NO
Occupancy,AmericanWoodcock,shrub,-0.1911,0.2645,-0.7456,-0.1915,0.3304,1.0033,1200,-0.6259,0.2391,M,NO
Occupancy,BarredOwl,shrub,-0.1922,0.27,-0.6874,-0.1907,0.3467,1.0021,1200,-0.6269,0.2706,R,NO
Occupancy,BaldEagle,shrub,-0.2919,0.2716,-0.8561,-0.2825,0.2235,1.0041,1200,-0.7305,0.1373,R,NO
Occupancy,BankSwallow,shrub,-0.2755,0.2804,-0.8833,-0.2587,0.2409,1.0051,1200,-0.7644,0.1884,NE,NO
Occupancy,BaltimoreOriole,shrub,-0.1443,0.1947,-0.5044,-0.1441,0.2379,1.0083,1200,-0.46,0.1656,NE,NO
Occupancy,BarnSwallow,shrub,-0.1975,0.2424,-0.686,-0.193,0.2835,1.0009,1200,-0.6102,0.1911,NE,NO
Occupancy,Black-cappedChickadee,shrub,-0.082,0.2503,-0.5351,-0.0904,0.4107,1.0024,1200,-0.4652,0.3191,R,NO
Occupancy,BeltedKingfisher,shrub,-0.1151,0.2351,-0.5706,-0.1215,0.3454,1.0008,1200,-0.5018,0.2666,R,NO
Occupancy,Blue-grayGnatcatcher,shrub,-0.1635,0.2149,-0.5596,-0.1696,0.2867,1.0049,1200,-0.4908,0.2102,M,NO
Occupancy,Brown-headedCowbird,shrub,-0.2145,0.223,-0.6622,-0.2181,0.2235,1.0072,1362,-0.587,0.1486,M,NO
Occupancy,Blue-headedVireo,shrub,-0.164,0.2812,-0.7057,-0.1682,0.4108,1.0017,1200,-0.6425,0.3098,NE,NO
Occupancy,BlueJay,shrub,-0.0105,0.2243,-0.4217,-0.0234,0.4453,1.0008,1200,-0.3627,0.3531,M,NO
Occupancy,Bobolink,shrub,-0.2186,0.2869,-0.7729,-0.2082,0.3342,0.9999,1200,-0.6927,0.2444,NE,NO
Occupancy,BrownCreeper,shrub,-0.1485,0.2338,-0.6218,-0.1493,0.31,1.0019,1122,-0.5356,0.2298,M,NO
Occupancy,BrownThrasher,shrub,-0.3302,0.266,-0.8828,-0.3333,0.1941,1.0006,1200,-0.7686,0.114,M,NO
Occupancy,Black-throatedGreenWarbler,shrub,-0.2224,0.2773,-0.775,-0.2276,0.3086,1.0009,1200,-0.7022,0.2347,NE,NO
Occupancy,Broad-wingedHawk,shrub,-0.2412,0.2598,-0.754,-0.241,0.2696,1.0036,909,-0.6564,0.1874,NE,NO
Occupancy,Blue-wingedWarbler,shrub,-0.1504,0.246,-0.6269,-0.1561,0.3233,1.0004,1200,-0.5516,0.2494,NE,NO
Occupancy,CanadaGoose,shrub,-0.2865,0.2549,-0.7985,-0.2767,0.1921,1.01,1200,-0.7157,0.115,R,NO
Occupancy,CarolinaWren,shrub,-0.2538,0.2042,-0.6561,-0.2509,0.1411,1.0036,1200,-0.594,0.0799,R,NO
Occupancy,CedarWaxwing,shrub,-0.6794,0.2214,-1.1477,-0.6637,-0.285,1.0026,1200,-1.0672,-0.3508,M,YES
Occupancy,CeruleanWarbler,shrub,-0.2232,0.2812,-0.794,-0.2311,0.3202,1.0034,1200,-0.6857,0.2602,NE,NO
Occupancy,ChippingSparrow,shrub,-0.1283,0.2093,-0.5216,-0.1326,0.2894,1.0048,1145,-0.4583,0.223,M,NO
Occupancy,ChimneySwift,shrub,-0.393,0.237,-0.8763,-0.3949,0.0734,1.0125,1200,-0.7838,-0.0106,NE,NO
Occupancy,CliffSwallow,shrub,-0.2661,0.2893,-0.8437,-0.2724,0.3577,1.0087,1200,-0.7357,0.2036,NE,NO
Occupancy,CommonGrackle,shrub,-0.5561,0.2385,-1.0497,-0.5413,-0.1009,1.0045,1200,-0.9609,-0.1642,M,YES
Occupancy,Cooper'sHawk,shrub,-0.2362,0.2413,-0.7308,-0.239,0.2505,1.0037,1200,-0.6235,0.1668,M,NO
Occupancy,CommonYellowthroat,shrub,-0.4589,0.2064,-0.8574,-0.4614,-0.0612,1.0105,1200,-0.7869,-0.1206,NE,YES
Occupancy,Dark-eyedJunco,shrub,-0.0566,0.2203,-0.473,-0.0607,0.375,1,1200,-0.4031,0.3167,R,NO
Occupancy,DownyWoodpecker,shrub,-0.1819,0.2439,-0.6652,-0.186,0.3009,1.0026,1200,-0.5743,0.1997,R,NO
Occupancy,EasternBluebird,shrub,-0.2717,0.236,-0.7352,-0.2735,0.1869,1.0035,1200,-0.649,0.1059,M,NO
Occupancy,EasternKingbird,shrub,-0.2447,0.2443,-0.7448,-0.2435,0.214,1.0021,1200,-0.6621,0.1474,NE,NO
Occupancy,EasternMeadowlark,shrub,-0.2189,0.2725,-0.7608,-0.2165,0.3128,1.0037,1200,-0.6595,0.2266,M,NO
Occupancy,EasternPhoebe,shrub,-0.237,0.2193,-0.6662,-0.2371,0.1868,1.0275,1261,-0.6047,0.1008,M,NO
Occupancy,EasternTowhee,shrub,-0.1761,0.1943,-0.5463,-0.1747,0.2061,1.0105,1578,-0.4884,0.1481,M,NO
Occupancy,EasternWood-Pewee,shrub,-0.1036,0.2143,-0.4926,-0.1104,0.3641,1.0007,1200,-0.4453,0.2542,NE,NO
Occupancy,EuropeanStarling,shrub,-0.296,0.2263,-0.755,-0.294,0.1298,1.0007,1200,-0.6815,0.0729,R,NO
Occupancy,FieldSparrow,shrub,-0.4308,0.2544,-0.979,-0.4154,0.0419,1.018,1140,-0.8678,-0.0225,M,NO
Occupancy,GreatBlueHeron,shrub,-0.0871,0.2547,-0.5712,-0.092,0.4191,1.0021,1105,-0.4892,0.342,M,NO
Occupancy,GreatCrestedFlycatcher,shrub,-0.1332,0.2472,-0.6015,-0.1345,0.3631,1.0005,1701,-0.5327,0.2768,NE,NO
Occupancy,GreatHornedOwl,shrub,-0.1768,0.2768,-0.697,-0.18,0.3664,1.0028,1200,-0.6218,0.2814,R,NO
Occupancy,GrayCatbird,shrub,-0.2265,0.1796,-0.5725,-0.2259,0.1218,1.0046,1025,-0.5271,0.0557,M,NO
Occupancy,GreenHeron,shrub,-0.2719,0.2714,-0.815,-0.2654,0.2826,1.0008,1200,-0.7101,0.1795,M,NO
Occupancy,HairyWoodpecker,shrub,-0.3202,0.2575,-0.8336,-0.3162,0.2098,1.0094,973,-0.7253,0.1059,R,NO
Occupancy,HerringGull,shrub,-0.1722,0.2858,-0.7316,-0.18,0.3771,1.0077,1200,-0.6482,0.2912,R,NO
Occupancy,HermitThrush,shrub,-0.2269,0.2606,-0.7478,-0.223,0.2583,1.0083,1200,-0.6621,0.1858,NE,NO
Occupancy,HouseFinch,shrub,0.0222,0.255,-0.4703,0.0217,0.5359,1.0018,1200,-0.3862,0.4467,R,NO
Occupancy,HouseSparrow,shrub,-0.0086,0.2086,-0.4005,-0.0084,0.4253,1.014,1462,-0.3457,0.3421,R,NO
Occupancy,HoodedWarbler,shrub,0.0486,0.1858,-0.2895,0.0498,0.4249,1.0011,1200,-0.2446,0.3631,NE,NO
Occupancy,HouseWren,shrub,-0.3687,0.1729,-0.713,-0.365,-0.0339,1.009,1200,-0.6552,-0.0821,M,YES
Occupancy,IndigoBunting,shrub,-0.2629,0.1856,-0.6362,-0.2657,0.0976,1.0189,1149,-0.5732,0.0401,NE,NO
Occupancy,Killdeer,shrub,-0.1659,0.244,-0.638,-0.1635,0.3072,1.0056,1332,-0.5554,0.2356,M,NO
Occupancy,LouisianaWaterthrush,shrub,-0.2241,0.2265,-0.6728,-0.2239,0.2262,1,1200,-0.6001,0.1465,NE,NO
Occupancy,Mallard,shrub,-0.2451,0.255,-0.75,-0.2372,0.2418,1.0032,1200,-0.6675,0.1681,M,NO
Occupancy,MourningDove,shrub,-0.3231,0.2205,-0.7775,-0.3143,0.115,1.0061,1200,-0.6916,0.0298,M,NO
Occupancy,NorthernCardinal,shrub,-0.2203,0.2192,-0.6491,-0.2171,0.1997,1.009,1508,-0.5875,0.1458,R,NO
Occupancy,NorthernFlicker,shrub,-0.2017,0.258,-0.7378,-0.2053,0.2936,1.0065,1200,-0.6155,0.213,M,NO
Occupancy,NorthernParula,shrub,-0.2826,0.2839,-0.8802,-0.2877,0.245,1.0054,1200,-0.7643,0.1706,M,NO
Occupancy,NorthernRough-wingedSwallow,shrub,-0.3428,0.2489,-0.8466,-0.3381,0.1095,1.0023,1200,-0.7672,0.0455,M,NO
Occupancy,OrchardOriole,shrub,-0.5201,0.2653,-1.1092,-0.504,-0.0425,1.0037,1200,-0.9707,-0.1145,NE,YES
Occupancy,Ovenbird,shrub,-0.1124,0.226,-0.5356,-0.105,0.3248,1.0024,1200,-0.4757,0.2496,NE,NO
Occupancy,PileatedWoodpecker,shrub,-0.2786,0.2601,-0.7897,-0.2718,0.2304,1.0276,1320,-0.7097,0.1326,R,NO
Occupancy,PurpleFinch,shrub,-0.272,0.2779,-0.8717,-0.2656,0.2662,1.0166,1200,-0.7453,0.1679,M,NO
Occupancy,PurpleMartin,shrub,-0.2137,0.2859,-0.7774,-0.2123,0.3359,1.0059,1326,-0.6826,0.2728,NE,NO
Occupancy,Rose-breastedGrosbeak,shrub,-0.3067,0.2197,-0.7206,-0.3152,0.0979,1.0138,1200,-0.6582,0.0527,NE,NO
Occupancy,Ring-billedGull,shrub,-0.2521,0.2361,-0.7416,-0.2452,0.2237,1.0036,1200,-0.643,0.1206,R,NO
Occupancy,Red-breastedNuthatch,shrub,-0.2734,0.2678,-0.851,-0.2677,0.2489,1.0067,1406,-0.7188,0.1707,M,NO
Occupancy,Red-belliedWoodpecker,shrub,-0.2202,0.2375,-0.6542,-0.2255,0.2687,1.0072,1200,-0.5915,0.1734,R,NO
Occupancy,Red-eyedVireo,shrub,-0.1207,0.2121,-0.5231,-0.123,0.3149,1.005,1200,-0.4514,0.2144,NE,NO
Occupancy,Red-headedWoodpecker,shrub,-0.3168,0.2591,-0.8608,-0.3129,0.1594,1.0095,1200,-0.7565,0.0903,R,NO
Occupancy,RockPigeon,shrub,-0.3207,0.2681,-0.8669,-0.3133,0.1785,1.0096,1200,-0.7666,0.0938,R,NO
Occupancy,Red-shoulderedHawk,shrub,-0.2987,0.263,-0.8176,-0.3001,0.2285,1.0065,1200,-0.7165,0.1415,R,NO
Occupancy,Red-tailedHawk,shrub,-0.2266,0.2611,-0.7476,-0.225,0.2751,1.0151,1200,-0.656,0.2012,R,NO
Occupancy,Ruby-throatedHummingbird,shrub,-0.2019,0.2447,-0.6866,-0.2063,0.2989,1.0071,1200,-0.5943,0.2111,NE,NO
Occupancy,Red-wingedBlackbird,shrub,-0.3239,0.1886,-0.7012,-0.3193,0.0274,1.0064,1200,-0.6465,-0.0209,M,NO
Occupancy,SavannahSparrow,shrub,-0.2716,0.2793,-0.8264,-0.2663,0.2852,1.015,1200,-0.7534,0.1726,M,NO
Occupancy,ScarletTanager,shrub,0.1417,0.2167,-0.2347,0.1302,0.5738,1.0137,1312,-0.1809,0.5015,NE,NO
Occupancy,SongSparrow,shrub,-0.3482,0.1784,-0.7286,-0.3477,-0.0024,1.0098,1200,-0.645,-0.055,R,YES
Occupancy,SwampSparrow,shrub,-0.1685,0.2405,-0.6543,-0.1721,0.3035,1.0168,1200,-0.5622,0.2221,M,NO
Occupancy,TreeSwallow,shrub,-0.3713,0.2619,-0.914,-0.3635,0.1354,1.0051,1328,-0.8268,0.042,M,NO
Occupancy,TuftedTitmouse,shrub,0.0079,0.2498,-0.461,-0.0036,0.4933,1.005,1200,-0.3983,0.4284,R,NO
Occupancy,TurkeyVulture,shrub,-0.2174,0.2571,-0.7043,-0.2267,0.3119,1.007,1200,-0.6413,0.2125,M,NO
Occupancy,Veery,shrub,0.013,0.2269,-0.4198,0.0064,0.4804,1.0006,1200,-0.3504,0.3938,NE,NO
Occupancy,VirginiaRail,shrub,-0.2187,0.2742,-0.7526,-0.218,0.3047,1.0058,1200,-0.6495,0.2239,M,NO
Occupancy,WarblingVireo,shrub,-0.4631,0.2184,-0.9239,-0.4587,-0.0538,1.0013,1200,-0.8282,-0.1367,NE,YES
Occupancy,White-breastedNuthatch,shrub,-0.0857,0.2505,-0.5442,-0.0976,0.4129,1.0027,1030,-0.4897,0.3316,R,NO
Occupancy,White-eyedVireo,shrub,-0.1649,0.2653,-0.681,-0.1688,0.369,1.0029,954,-0.5873,0.2887,NE,NO
Occupancy,WillowFlycatcher,shrub,-0.2093,0.2414,-0.6819,-0.2038,0.2899,0.9996,1200,-0.6002,0.1953,NE,NO
Occupancy,WildTurkey,shrub,-0.3364,0.2702,-0.8785,-0.3427,0.2017,1.0047,1199,-0.7689,0.1152,R,NO
Occupancy,WinterWren,shrub,-0.1385,0.2633,-0.6456,-0.1421,0.3564,1.006,1200,-0.5622,0.2806,M,NO
Occupancy,WoodDuck,shrub,-0.1863,0.2668,-0.7324,-0.1882,0.3155,1.0001,1200,-0.6305,0.2368,M,NO
Occupancy,WoodThrush,shrub,0.0277,0.2005,-0.3582,0.0163,0.455,0.9999,1196,-0.2834,0.3716,NE,NO
Occupancy,Yellow-billedCuckoo,shrub,-0.2525,0.2578,-0.7884,-0.243,0.2319,1.0031,1200,-0.6771,0.1689,NE,NO
Occupancy,YellowWarbler,shrub,-0.3709,0.2056,-0.7947,-0.3628,0.0194,1.0148,1200,-0.7077,-0.0559,NE,NO
Occupancy,Yellow-throatedVireo,shrub,-0.1329,0.2367,-0.5891,-0.1348,0.3673,1.0077,1200,-0.5157,0.2452,NE,NO
Occupancy,Yellow-throatedWarbler,shrub,-0.172,0.2577,-0.69,-0.1717,0.3249,1.0036,1200,-0.5908,0.2602,NE,NO
Occupancy,AcadianFlycatcher,hydro,-0.0878,0.1902,-0.4553,-0.0827,0.2568,1.0024,1386,-0.4065,0.2153,NE,NO
Occupancy,AlderFlycatcher,hydro,0.1658,0.2093,-0.2796,0.176,0.5766,1.0041,1200,-0.1813,0.4985,NE,NO
Occupancy,AmericanCrow,hydro,0.1915,0.1774,-0.1398,0.1916,0.5269,1.0004,1200,-0.1005,0.4744,R,NO
Occupancy,AmericanGoldfinch,hydro,0.2441,0.1993,-0.1322,0.2398,0.6537,1.0021,1510,-0.073,0.5722,M,NO
Occupancy,AmericanKestrel,hydro,0.1632,0.2127,-0.246,0.1721,0.5614,1.0065,1200,-0.2051,0.494,R,NO
Occupancy,AmericanRedstart,hydro,0.2026,0.1887,-0.1458,0.2079,0.5653,1.0013,1200,-0.0997,0.4992,NE,NO
Occupancy,AmericanRobin,hydro,0.2465,0.1962,-0.1155,0.2421,0.6603,1.0119,1200,-0.0686,0.5831,M,NO
Occupancy,AmericanWoodcock,hydro,0.1737,0.2182,-0.2436,0.1779,0.6071,1.0041,1200,-0.1665,0.5292,M,NO
Occupancy,BarredOwl,hydro,0.1325,0.2094,-0.281,0.1324,0.5255,1.033,985,-0.2051,0.4674,R,NO
Occupancy,BaldEagle,hydro,0.1971,0.2081,-0.2031,0.1971,0.6197,1.0087,1200,-0.1339,0.5424,R,NO
Occupancy,BankSwallow,hydro,0.223,0.2178,-0.1997,0.2205,0.6646,1.003,1200,-0.1317,0.5854,NE,NO
Occupancy,BaltimoreOriole,hydro,0.3364,0.1825,-0.0071,0.3402,0.7166,1.0001,1370,0.0473,0.6569,NE,NO
Occupancy,BarnSwallow,hydro,0.2408,0.1973,-0.1535,0.2435,0.6169,1.0105,1200,-0.0875,0.5659,NE,NO
Occupancy,Black-cappedChickadee,hydro,0.2409,0.2053,-0.1532,0.2327,0.6405,1.0058,1333,-0.0684,0.5663,R,NO
Occupancy,BeltedKingfisher,hydro,0.3202,0.1912,-0.0502,0.3165,0.6903,1.0196,1200,0.0007,0.6279,R,NO
Occupancy,Blue-grayGnatcatcher,hydro,0.1984,0.1896,-0.1619,0.1912,0.5875,0.9998,1312,-0.1,0.5221,M,NO
Occupancy,Brown-headedCowbird,hydro,0.1889,0.2033,-0.2037,0.1932,0.5765,1.003,1200,-0.1305,0.4985,M,NO
Occupancy,Blue-headedVireo,hydro,0.2483,0.2179,-0.1841,0.2452,0.69,1.0045,1032,-0.1087,0.5889,NE,NO
Occupancy,BlueJay,hydro,0.1976,0.1892,-0.1724,0.204,0.5561,1.0001,1200,-0.1131,0.4953,M,NO
Occupancy,Bobolink,hydro,0.1912,0.2099,-0.2347,0.1977,0.6072,1.0128,1510,-0.1564,0.5438,NE,NO
Occupancy,BrownCreeper,hydro,0.2461,0.1949,-0.1377,0.2428,0.635,1.0008,1200,-0.0599,0.5652,M,NO
Occupancy,BrownThrasher,hydro,0.1535,0.1966,-0.2431,0.154,0.5361,1.0218,1069,-0.1824,0.4713,M,NO
Occupancy,Black-throatedGreenWarbler,hydro,0.2076,0.2236,-0.2283,0.197,0.6692,1.0006,1360,-0.1441,0.5904,NE,NO
Occupancy,Broad-wingedHawk,hydro,0.1729,0.2007,-0.2153,0.1706,0.5641,1.0003,1229,-0.1479,0.497,NE,NO
Occupancy,Blue-wingedWarbler,hydro,0.1423,0.1999,-0.2893,0.1453,0.5336,1.0003,1237,-0.1983,0.4684,NE,NO
Occupancy,CanadaGoose,hydro,0.2401,0.2015,-0.1514,0.2374,0.6581,1.0147,1200,-0.0803,0.5576,R,NO
Occupancy,CarolinaWren,hydro,0.2774,0.1763,-0.0684,0.2774,0.6266,1.0056,1200,-0.0121,0.5666,R,NO
Occupancy,CedarWaxwing,hydro,0.1506,0.1773,-0.2134,0.1556,0.49,1.0043,1200,-0.1419,0.4305,M,NO
Occupancy,CeruleanWarbler,hydro,0.2,0.2207,-0.269,0.2019,0.6102,1.0013,1360,-0.1641,0.5467,NE,NO
Occupancy,ChippingSparrow,hydro,0.1584,0.1874,-0.2394,0.1681,0.5009,1.0036,1099,-0.1552,0.4483,M,NO
Occupancy,ChimneySwift,hydro,0.1057,0.1967,-0.2811,0.1104,0.499,1.0362,1200,-0.2288,0.4179,NE,NO
Occupancy,CliffSwallow,hydro,0.1756,0.2129,-0.2573,0.1818,0.5931,1.0103,1200,-0.1705,0.512,NE,NO
Occupancy,CommonGrackle,hydro,0.151,0.1905,-0.2409,0.1547,0.5205,1.0004,1200,-0.1598,0.4581,M,NO
Occupancy,Cooper'sHawk,hydro,0.1197,0.2021,-0.3083,0.129,0.4874,1.0067,1333,-0.2303,0.4331,M,NO
Occupancy,CommonYellowthroat,hydro,0.4487,0.1752,0.1219,0.4481,0.7919,1.0043,1200,0.1725,0.7419,NE,YES
Occupancy,Dark-eyedJunco,hydro,0.107,0.1964,-0.304,0.1143,0.4735,1.0093,1422,-0.2308,0.4192,R,NO
Occupancy,DownyWoodpecker,hydro,0.2397,0.2029,-0.1702,0.2416,0.6217,1.006,1200,-0.0919,0.5703,R,NO
Occupancy,EasternBluebird,hydro,0.2293,0.1907,-0.1238,0.2321,0.6148,1.0022,1818,-0.0852,0.554,M,NO
Occupancy,EasternKingbird,hydro,0.2801,0.1942,-0.0914,0.2842,0.674,1.0024,1355,-0.0325,0.603,NE,NO
Occupancy,EasternMeadowlark,hydro,0.2403,0.2058,-0.1771,0.2401,0.6557,1.001,1200,-0.1084,0.5619,M,NO
Occupancy,EasternPhoebe,hydro,0.2117,0.187,-0.1559,0.2065,0.6083,1.0028,1200,-0.0793,0.525,M,NO
Occupancy,EasternTowhee,hydro,0.1978,0.1756,-0.1438,0.2027,0.5498,1.0046,1075,-0.0923,0.4717,M,NO
Occupancy,EasternWood-Pewee,hydro,0.1924,0.1857,-0.1758,0.186,0.5568,1.0014,1200,-0.1161,0.4893,NE,NO
Occupancy,EuropeanStarling,hydro,0.1414,0.1838,-0.2344,0.1397,0.4964,1.0004,1200,-0.1649,0.4381,R,NO
Occupancy,FieldSparrow,hydro,0.0604,0.1978,-0.3279,0.0671,0.4267,1.0041,1200,-0.2671,0.3721,M,NO
Occupancy,GreatBlueHeron,hydro,0.243,0.2006,-0.1506,0.2442,0.6434,1.0077,1200,-0.0917,0.5798,M,NO
Occupancy,GreatCrestedFlycatcher,hydro,0.2345,0.1891,-0.1171,0.235,0.5991,1.0078,1200,-0.0527,0.546,NE,NO
Occupancy,GreatHornedOwl,hydro,0.2157,0.2113,-0.2072,0.2171,0.623,1.0038,1200,-0.1406,0.5609,R,NO
Occupancy,GrayCatbird,hydro,0.3357,0.1776,-0.0015,0.3289,0.6947,1.0123,1200,0.0409,0.6375,M,NO
Occupancy,GreenHeron,hydro,0.2278,0.2146,-0.2061,0.227,0.663,1.0039,1200,-0.1307,0.5678,M,NO
Occupancy,HairyWoodpecker,hydro,0.1327,0.212,-0.3026,0.1296,0.5495,1.0054,1200,-0.2089,0.472,R,NO
Occupancy,HerringGull,hydro,0.2644,0.2113,-0.1554,0.266,0.6737,1.0085,900,-0.0799,0.5971,R,NO
Occupancy,HermitThrush,hydro,0.17,0.2102,-0.2697,0.1796,0.553,1.0103,1047,-0.2011,0.5049,NE,NO
Occupancy,HouseFinch,hydro,0.2528,0.2028,-0.1515,0.2511,0.6524,1.0071,1200,-0.0625,0.5814,R,NO
Occupancy,HouseSparrow,hydro,0.1617,0.1884,-0.2083,0.163,0.5154,1.001,816,-0.1426,0.4606,R,NO
Occupancy,HoodedWarbler,hydro,0.1002,0.1709,-0.2304,0.1079,0.4118,1.0149,1200,-0.1857,0.3843,NE,NO
Occupancy,HouseWren,hydro,0.1485,0.1636,-0.1792,0.1483,0.4614,1.0117,1399,-0.1176,0.4149,M,NO
Occupancy,IndigoBunting,hydro,0.416,0.1784,0.0841,0.4103,0.7915,1.0024,1200,0.1372,0.7189,NE,YES
Occupancy,Killdeer,hydro,0.2915,0.1807,-0.0502,0.2813,0.6589,1.0014,1200,0.0214,0.5887,M,NO
Occupancy,LouisianaWaterthrush,hydro,0.2552,0.1811,-0.1027,0.2521,0.6082,1.0079,1200,-0.0361,0.5575,NE,NO
Occupancy,Mallard,hydro,0.0999,0.2137,-0.3247,0.1091,0.4936,1.0073,1200,-0.2632,0.4352,M,NO
Occupancy,MourningDove,hydro,0.3233,0.1889,-0.0408,0.3222,0.6927,1.0216,1102,0.021,0.6363,M,NO
Occupancy,NorthernCardinal,hydro,0.1815,0.1965,-0.2107,0.1765,0.5657,1.0126,1200,-0.1352,0.5076,R,NO
Occupancy,NorthernFlicker,hydro,0.2084,0.2027,-0.1807,0.2036,0.6126,1.0035,1200,-0.1166,0.5356,M,NO
Occupancy,NorthernParula,hydro,0.1581,0.214,-0.2737,0.1652,0.5845,1.0419,1200,-0.1946,0.4982,M,NO
Occupancy,NorthernRough-wingedSwallow,hydro,0.1171,0.2043,-0.3143,0.1179,0.5028,1.0008,1200,-0.2215,0.4506,M,NO
Occupancy,OrchardOriole,hydro,0.1127,0.1973,-0.3073,0.1162,0.483,1.0004,1369,-0.2016,0.4339,NE,NO
Occupancy,Ovenbird,hydro,0.1182,0.1953,-0.2826,0.1239,0.4888,1.0048,1384,-0.2088,0.4342,NE,NO
Occupancy,PileatedWoodpecker,hydro,0.1617,0.2138,-0.2692,0.1615,0.6088,1.0058,1200,-0.1823,0.5334,R,NO
Occupancy,PurpleFinch,hydro,0.2356,0.2096,-0.168,0.2329,0.6573,1.0011,1200,-0.1007,0.5831,M,NO
